chunk_id,text,chunk_length,token_count,meta_db_type,meta_database_server_name,meta_source_system_database_name,meta_schema_name,meta_source_table,meta_pk_column_name,meta_pk_data_type,meta_watermark_column_name,meta_watermark_data_type,meta_is_watermark_null,meta_table_size,meta_extraction_type_rules,meta_extraction_mode
dataglossary_row_26_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table laporan_pemeriksaan_mata is_watermark_null no extraction_type_rules possible full load,196,49,SQL Server,EMR,EMR_AMNT,dbo,Laporan_Pemeriksaan_Mata,,,,,No,5893.0,possible full load,
dataglossary_row_27_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table laporan_pemeriksaan_radiologi is_watermark_null no extraction_type_rules possible full load,201,50,SQL Server,EMR,EMR_AMNT,dbo,Laporan_Pemeriksaan_Radiologi,,,,,No,5836.0,possible full load,
dataglossary_row_28_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table laporan_rawat_inap is_watermark_null no extraction_type_rules possible full load,190,47,SQL Server,EMR,EMR_AMNT,dbo,Laporan_Rawat_Inap,,,,,No,489.0,possible full load,
dataglossary_row_29_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table laporan_registrasi is_watermark_null no extraction_type_rules possible full load,190,47,SQL Server,EMR,EMR_AMNT,dbo,Laporan_Registrasi,,,,,No,28898.0,possible full load,
dataglossary_row_30_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table laporan_rekapitulasi is_watermark_null no extraction_type_rules possible full load,192,48,SQL Server,EMR,EMR_AMNT,dbo,Laporan_Rekapitulasi,,,,,No,26419.0,possible full load,
dataglossary_row_31_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table laporan_resume_oh is_watermark_null no extraction_type_rules possible full load,189,47,SQL Server,EMR,EMR_AMNT,dbo,Laporan_Resume_OH,,,,,No,5501.0,possible full load,
dataglossary_row_32_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table laporan_tindakan is_watermark_null no extraction_type_rules possible full load,188,47,SQL Server,EMR,EMR_AMNT,dbo,Laporan_Tindakan,,,,,No,188.0,possible full load,
dataglossary_row_33_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table ms_type pk_column_name id pk_data_type integer watermark_column_name updated_date watermark_data_type datetime is_watermark_null yes extraction_mode full extraction_type_rules customquery_find other watermark column,325,81,SQL Server,EMR,EMR_AMNT,dbo,MS_Type,id,integer,updated_date,datetime,Yes,5.0,customquery_find other watermark column,Full
dataglossary_row_34_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table outpatient_amnt pk_column_name outpatient_amnt_id pk_data_type integer is_watermark_null no extraction_type_rules incremental with watermark primarykey integer,269,67,SQL Server,EMR,EMR_AMNT,dbo,Outpatient_AMNT,Outpatient_AMNT_id,integer,,,No,45037.0,incremental with watermark primarykey integer,
dataglossary_row_35_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table physiotherapy_amnt pk_column_name physiotherapy_amnt_id pk_data_type integer is_watermark_null no extraction_type_rules incremental with watermark primarykey integer,275,68,SQL Server,EMR,EMR_AMNT,dbo,Physiotherapy_AMNT,Physiotherapy_AMNT_id,integer,,,No,1253.0,incremental with watermark primarykey integer,
dataglossary_row_36_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table rawat_jalan_laporan_rekapitulasi is_watermark_null no extraction_type_rules possible full load,204,51,SQL Server,EMR,EMR_AMNT,dbo,Rawat_Jalan_Laporan_Rekapitulasi,,,,,No,11026.0,possible full load,
dataglossary_row_37_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table rekap_tindakan_bpjs is_watermark_null no extraction_type_rules possible full load,191,47,SQL Server,EMR,EMR_AMNT,dbo,Rekap_Tindakan_BPJS,,,,,No,19097.0,possible full load,
dataglossary_row_38_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_amnt schema_name dbo source_table tr_mapping_patient_amnt pk_column_name mapping_patient_id pk_data_type integer is_watermark_null no extraction_type_rules incremental with watermark primarykey integer,277,69,SQL Server,EMR,EMR_AMNT,dbo,TR_Mapping_Patient_AMNT,mapping_patient_id,integer,,,No,22423.0,incremental with watermark primarykey integer,
dataglossary_row_39_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_b2b schema_name dbo source_table ms_sync_type pk_column_name sync_type pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,311,77,SQL Server,EMR,EMR_B2B,dbo,MS_Sync_Type,sync_type,integer,modified_date,datetime,No,7.0,incremental with watermark datetime,
dataglossary_row_40_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_b2b schema_name dbo source_table tr_approval_request_cms pk_column_name approval_request_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,332,83,SQL Server,EMR,EMR_B2B,dbo,TR_approval_request_CMS,approval_request_id,integer,modified_date,datetime,No,0.0,incremental with watermark datetime,
dataglossary_row_41_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_b2b schema_name dbo source_table tr_approval_request_ps pk_column_name approval_request_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,331,82,SQL Server,EMR,EMR_B2B,dbo,TR_approval_request_PS,approval_request_id,integer,modified_date,datetime,No,0.0,incremental with watermark datetime,
dataglossary_row_42_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_b2b schema_name dbo source_table tr_payer_notes pk_column_name payer_notes_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,318,79,SQL Server,EMR,EMR_B2B,dbo,TR_payer_notes,payer_notes_id,integer,modified_date,datetime,No,0.0,incremental with watermark datetime,
dataglossary_row_43_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_b2b schema_name dbo source_table tr_ticket_sync pk_column_name ticket_sync_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,318,79,SQL Server,EMR,EMR_B2B,dbo,TR_Ticket_Sync,ticket_sync_id,integer,modified_date,datetime,No,114749.0,incremental with watermark datetime,
dataglossary_row_44_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_b2b schema_name dbo source_table tr_ticket_sync_log pk_column_name ticket_sync_log_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,325,81,SQL Server,EMR,EMR_B2B,dbo,TR_Ticket_Sync_Log,ticket_sync_log_id,integer,created_date,datetime,No,2771435.0,incremental with watermark datetime,
dataglossary_row_45_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table ms_answer_type pk_column_name answer_type_id pk_data_type integer is_watermark_null no extraction_mode full extraction_type_rules incremental with watermark primarykey integer,298,74,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,MS_answer_type,answer_type_id,integer,,,No,8.0,incremental with watermark primarykey integer,Full
dataglossary_row_46_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table ms_consent_question pk_column_name consent_question_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,342,85,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,MS_consent_question,consent_question_id,integer,modified_date,datetime,No,82.0,incremental with watermark datetime,
dataglossary_row_47_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table ms_followup_question pk_column_name followup_question_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,344,86,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,MS_followup_question,followup_question_id,integer,modified_date,datetime,No,6.0,incremental with watermark datetime,
dataglossary_row_48_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table ms_mapping_consent_vaccination pk_column_name mapping_consent_vaccination_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,363,90,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,MS_mapping_consent_vaccination,mapping_consent_vaccination_id,integer,created_date,datetime,No,64.0,incremental with watermark datetime,
dataglossary_row_49_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table ms_mapping_version pk_column_name mapping_version_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,339,84,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,MS_mapping_version,mapping_version_id,integer,created_date,datetime,No,4.0,incremental with watermark datetime,
dataglossary_row_50_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table tr_consent pk_column_name consent_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,324,81,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,TR_consent,consent_id,integer,modified_date,datetime,No,316268.0,incremental with watermark datetime,
dataglossary_row_51_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table tr_consent_detail pk_column_name consent_detail_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,338,84,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,TR_consent_detail,consent_detail_id,integer,modified_date,datetime,No,3621025.0,incremental with watermark datetime,
dataglossary_row_52_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table tr_followup_data pk_column_name followup_data_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,345,86,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,TR_followup_data,followup_data_id,uniqueidentifier,modified_date,datetime,No,192492.0,incremental with watermark datetime,
dataglossary_row_53_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table tr_followup_data_log pk_column_name followup_log_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,338,84,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,TR_followup_data_log,followup_log_id,integer,created_date,datetime,No,202584.0,incremental with watermark datetime,
dataglossary_row_54_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table tr_vaccination_data_log pk_column_name vaccination_log_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,344,86,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,TR_vaccination_data_log,vaccination_log_id,integer,created_date,datetime,No,6719162.0,incremental with watermark datetime,
dataglossary_row_55_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_covid_vaccination schema_name dbo source_table tr_vaccination_mysiloam_log pk_column_name mysiloam_log_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,345,86,SQL Server,EMR,EMR_COVID_VACCINATION,dbo,TR_vaccination_mysiloam_log,mysiloam_log_id,integer,created_date,datetime,No,1404559.0,incremental with watermark datetime,
dataglossary_row_56_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table ms_diagnosis pk_column_name diagnosis_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,318,79,SQL Server,EMR,EMR_GENERAL,dbo,MS_diagnosis,diagnosis_id,integer,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_57_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table ms_document_confirmation_status pk_column_name document_confirmation_status_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,356,89,SQL Server,EMR,EMR_GENERAL,dbo,MS_document_confirmation_status,document_confirmation_status_id,integer,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_58_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table ms_document_confirmation_user_type pk_column_name document_confirmation_user_type_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,362,90,SQL Server,EMR,EMR_GENERAL,dbo,MS_document_confirmation_user_type,document_confirmation_user_type_id,integer,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_59_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table ms_encounter_type pk_column_name encounter_type_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,328,82,SQL Server,EMR,EMR_GENERAL,dbo,MS_encounter_type,encounter_type_id,integer,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_60_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table ms_encounter_type_detail pk_column_name encounter_type_detail_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,342,85,SQL Server,EMR,EMR_GENERAL,dbo,MS_encounter_type_detail,encounter_type_detail_id,integer,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_61_chunk_0,"db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table ms_encounter_type_soap_mapping pk_column_name form_mapping_id,,encounter_type_id pk_data_type varchar watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime",358,89,SQL Server,EMR,EMR_GENERAL,dbo,MS_encounter_type_soap_mapping,"form_mapping_id,,encounter_type_id",varchar,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_62_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table ms_medication_type pk_column_name medication_type_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,329,82,SQL Server,EMR,EMR_GENERAL,dbo,MS_medication_type,medication_type_id,integer,created_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_63_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table ms_patient_condition pk_column_name patient_condition_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,334,83,SQL Server,EMR,EMR_GENERAL,dbo,MS_patient_condition,patient_condition_id,integer,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_64_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_accident_related pk_column_name accident_related_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,332,83,SQL Server,EMR,EMR_GENERAL,dbo,TR_accident_related,accident_related_id,integer,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_65_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_consulted_assessment pk_column_name consulted_assessment_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,349,87,SQL Server,EMR,EMR_GENERAL,dbo,TR_consulted_assessment,consulted_assessment_id,uniqueidentifier,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_66_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_cpoe_transaction pk_column_name cpoe_transaction_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,341,85,SQL Server,EMR,EMR_GENERAL,dbo,TR_cpoe_transaction,cpoe_transaction_id,uniqueidentifier,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_67_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_diagnosis_patient pk_column_name diagnosis_patient_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,334,83,SQL Server,EMR,EMR_GENERAL,dbo,TR_diagnosis_patient,diagnosis_patient_id,integer,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_68_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_document_confirmation pk_column_name document_confirmation_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,351,87,SQL Server,EMR,EMR_GENERAL,dbo,TR_document_confirmation,document_confirmation_id,uniqueidentifier,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_69_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_encounter pk_column_name encounter_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,327,81,SQL Server,EMR,EMR_GENERAL,dbo,TR_encounter,encounter_id,uniqueidentifier,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_70_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_encounter_schedule_mapping pk_column_name encounter_schedule_mapping_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,361,90,SQL Server,EMR,EMR_GENERAL,dbo,TR_encounter_schedule_mapping,encounter_schedule_mapping_id,uniqueidentifier,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_71_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_encounter_sync pk_column_name encounter_sync_id pk_data_type integer watermark_column_name created_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,327,81,SQL Server,EMR,EMR_GENERAL,dbo,TR_encounter_sync,encounter_sync_id,integer,created_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_72_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_form_charting pk_column_name form_charting_id pk_data_type integer watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,326,81,SQL Server,EMR,EMR_GENERAL,dbo,TR_form_charting,form_charting_id,integer,modified_date,datetime,No,,incremental with watermark datetime,
dataglossary_row_73_chunk_0,db_type sql server database_server_name emr source_system_database_name emr_general schema_name dbo source_table tr_form_general pk_column_name form_general_id pk_data_type uniqueidentifier watermark_column_name modified_date watermark_data_type datetime is_watermark_null no extraction_type_rules incremental with watermark datetime,333,83,SQL Server,EMR,EMR_GENERAL,dbo,TR_form_general,form_general_id,uniqueidentifier,modified_date,datetime,No,,incremental with watermark datetime,
